Timestamp,Product,MRP,Current Price
2026-04-27 10:00:00,Royal Kludge RK M75 Phantom,11000.00,7999.00
2026-04-28 10:00:00,Royal Kludge RK M75 Phantom,11000.00,7499.00
2026-04-29 10:00:00,Royal Kludge RK M75 Phantom,11000.00,7299.00
2026-04-30 10:00:00,Royal Kludge RK M75 Phantom,11000.00,6999.00
2026-05-01 10:00:00,Royal Kludge RK M75 Phantom,11000.00,6999.00
2026-05-02 10:00:00,Royal Kludge RK M75 Phantom,11000.00,6999.00
